Index,Polymer,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar,J_Total_flux_kg_m_2h_1,a_Separation_factor_wo,Polymer_SMILES,Solvent_SMILES,Sum_of_frags,Polymer_SELFIES,Solvent_SELFIES,Polymer_BigSMILES,PS_SMILES,PS_SELFIES,PS_BigSMILES
14,peba,89.0,100.0,ipa,23.5,90.0,50,6.7,1.1139,0.218292663,O=C(C(=O)OOC(=O)CCCCCCCCCCCN(CCCCO[*]))[*],CC(C)O,"[3, 14, 1, 3, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0]",[C][Branch1_1][C][C][=O].[C][O][C][Branch1_1][C][C][=O].[C][O][C].[C][N][C][C][C][C][C][C][C][C][C][C][C][C][Branch1_1][C][C][=O].[C][C][C][C][C][O][C],[C][C][Branch1_1][C][C][O],{[][<]*O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]O[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]*C=O[>][]},O=C(C(=O)OOC(=O)CCCCCCCCCCCN(CCCCO[*]))[*].CC(C)O,[C][Branch1_1][C][C][=O].[C][O][C][Branch1_1][C][C][=O].[C][O][C].[C][N][C][C][C][C][C][C][C][C][C][C][C][C][Branch1_1][C][C][=O].[C][C][C][C][C][O][C].[C][C][Branch1_1][C][C][O],{[][<]*O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]O[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]*C=O[>][]}.CC(C)O
17,pbo,82.0,24.24,ipa,23.5,15.0,25,1.0,0.0245,1569.666667,FC(F)(F)C(c1ccc([*])cc1)(c6ccc(c5nc4ccc(c3ccc2nc([*])oc2c3)cc4o5)cc6)C(F)(F)F,CC(C)O,"[2, 0, 1, 0, 1, 3, 0, 0, 2, 4, 0, 0, 0, 0, 2]",[F][C][Branch1_1][C][F][Branch1_1][C][F][C][Branch1_1][N][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][Branch2_1][Ring2][=N][C][=C][C][=C][Branch2_1][Ring1][P][C][=N][C][=C][C][=C][Branch1_1][P][C][=C][C][=C][N][=C][Branch1_1][C][C][O][C][Ring1][Branch1_2][=C][Ring1][Branch2_3][C][=C][Ring1][S][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F],[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc2ocnc2c1[>][<]}{[>][<]*c1nc2ccccc2o1[>][]},FC(F)(F)C(c1ccc([*])cc1)(c6ccc(c5nc4ccc(c3ccc2nc([*])oc2c3)cc4o5)cc6)C(F)(F)F.CC(C)O,[F][C][Branch1_1][C][F][Branch1_1][C][F][C][Branch1_1][N][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][Branch2_1][Ring2][=N][C][=C][C][=C][Branch2_1][Ring1][P][C][=N][C][=C][C][=C][Branch1_1][P][C][=C][C][=C][N][=C][Branch1_1][C][C][O][C][Ring1][Branch1_2][=C][Ring1][Branch2_3][C][=C][Ring1][S][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F].[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc2ocnc2c1[>][<]}{[>][<]*c1nc2ccccc2o1[>][]}.CC(C)O
19,pbo,82.0,24.24,n-butanol,23.1,15.0,25,1.0,0.0331,1044.555556,FC(F)(F)C(c1ccc([*])cc1)(c6ccc(c5nc4ccc(c3ccc2nc([*])oc2c3)cc4o5)cc6)C(F)(F)F,CCCCO,"[1, 3, 0, 0, 1, 3, 0, 0, 2, 4, 0, 0, 0, 0, 2]",[F][C][Branch1_1][C][F][Branch1_1][C][F][C][Branch1_1][N][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][Branch2_1][Ring2][=N][C][=C][C][=C][Branch2_1][Ring1][P][C][=N][C][=C][C][=C][Branch1_1][P][C][=C][C][=C][N][=C][Branch1_1][C][C][O][C][Ring1][Branch1_2][=C][Ring1][Branch2_3][C][=C][Ring1][S][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F],[C][C][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc2ocnc2c1[>][<]}{[>][<]*c1nc2ccccc2o1[>][]},FC(F)(F)C(c1ccc([*])cc1)(c6ccc(c5nc4ccc(c3ccc2nc([*])oc2c3)cc4o5)cc6)C(F)(F)F.CCCCO,[F][C][Branch1_1][C][F][Branch1_1][C][F][C][Branch1_1][N][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][Branch2_1][Ring2][=N][C][=C][C][=C][Branch2_1][Ring1][P][C][=N][C][=C][C][=C][Branch1_1][P][C][=C][C][=C][N][=C][Branch1_1][C][C][O][C][Ring1][Branch1_2][=C][Ring1][Branch2_3][C][=C][Ring1][S][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F].[C][C][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc2ocnc2c1[>][<]}{[>][<]*c1nc2ccccc2o1[>][]}.CCCCO
21,pbo,82.0,24.24,ipa,23.5,15.0,25,1.0,0.0374,1044.555556,FC(F)(F)C(c1ccc([*])cc1)(c6ccc(c5nc4ccc(c3ccc2nc([*])oc2c3)cc4o5)cc6)C(F)(F)F,CC(C)O,"[2, 0, 1, 0, 1, 3, 0, 0, 2, 4, 0, 0, 0, 0, 2]",[F][C][Branch1_1][C][F][Branch1_1][C][F][C][Branch1_1][N][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][Branch2_1][Ring2][=N][C][=C][C][=C][Branch2_1][Ring1][P][C][=N][C][=C][C][=C][Branch1_1][P][C][=C][C][=C][N][=C][Branch1_1][C][C][O][C][Ring1][Branch1_2][=C][Ring1][Branch2_3][C][=C][Ring1][S][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F],[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc2ocnc2c1[>][<]}{[>][<]*c1nc2ccccc2o1[>][]},FC(F)(F)C(c1ccc([*])cc1)(c6ccc(c5nc4ccc(c3ccc2nc([*])oc2c3)cc4o5)cc6)C(F)(F)F.CC(C)O,[F][C][Branch1_1][C][F][Branch1_1][C][F][C][Branch1_1][N][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][Branch2_1][Ring2][=N][C][=C][C][=C][Branch2_1][Ring1][P][C][=N][C][=C][C][=C][Branch1_1][P][C][=C][C][=C][N][=C][Branch1_1][C][C][O][C][Ring1][Branch1_2][=C][Ring1][Branch2_3][C][=C][Ring1][S][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F].[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc2ocnc2c1[>][<]}{[>][<]*c1nc2ccccc2o1[>][]}.CC(C)O
27,pbo,82.0,24.24,ipa,23.5,10.0,60,1.0,0.0846,927.0,FC(F)(F)C(c1ccc([*])cc1)(c6ccc(c5nc4ccc(c3ccc2nc([*])oc2c3)cc4o5)cc6)C(F)(F)F,CC(C)O,"[2, 0, 1, 0, 1, 3, 0, 0, 2, 4, 0, 0, 0, 0, 2]",[F][C][Branch1_1][C][F][Branch1_1][C][F][C][Branch1_1][N][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][Branch2_1][Ring2][=N][C][=C][C][=C][Branch2_1][Ring1][P][C][=N][C][=C][C][=C][Branch1_1][P][C][=C][C][=C][N][=C][Branch1_1][C][C][O][C][Ring1][Branch1_2][=C][Ring1][Branch2_3][C][=C][Ring1][S][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F],[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc2ocnc2c1[>][<]}{[>][<]*c1nc2ccccc2o1[>][]},FC(F)(F)C(c1ccc([*])cc1)(c6ccc(c5nc4ccc(c3ccc2nc([*])oc2c3)cc4o5)cc6)C(F)(F)F.CC(C)O,[F][C][Branch1_1][C][F][Branch1_1][C][F][C][Branch1_1][N][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][Branch2_1][Ring2][=N][C][=C][C][=C][Branch2_1][Ring1][P][C][=N][C][=C][C][=C][Branch1_1][P][C][=C][C][=C][N][=C][Branch1_1][C][C][O][C][Ring1][Branch1_2][=C][Ring1][Branch2_3][C][=C][Ring1][S][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F].[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc2ocnc2c1[>][<]}{[>][<]*c1nc2ccccc2o1[>][]}.CC(C)O
32,p84,82.3,39.0,ipa,23.5,15.0,60,5.0,0.0136,1347.701149,Cc1cc(c7ccc(Cc6ccc([*])cc6)cc7)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n([*])c(=O)c2c3)cc4c5=O,CC(C)O,"[3, 1, 1, 5, 1, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0]",[C][C][=C][C][=C][Branch1_1][=N][C][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][C][=C][Ring1][=C].[C][C][=C][C][Branch1_1][C][C][=C][C][=C][Ring1][Branch1_3][N][C][Branch1_2][C][=O][C][=C][C][=C][Branch2_1][Ring1][O][C][Branch1_2][C][=O][C][=C][C][=C][C][Branch1_2][C][=O][N][Branch1_1][C][C][C][Branch1_2][C][=O][C][Ring1][Branch2_1][=C][Ring1][N][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][Branch2_1][=O],[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]O=C1NC(=O)c2ccccc21[>][<]}{[>][<]C=O[>][<]}{[>][<]*N1C(=O)c2ccccc2C1=O[>][]},Cc1cc(c7ccc(Cc6ccc([*])cc6)cc7)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n([*])c(=O)c2c3)cc4c5=O.CC(C)O,[C][C][=C][C][=C][Branch1_1][=N][C][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][C][=C][Ring1][=C].[C][C][=C][C][Branch1_1][C][C][=C][C][=C][Ring1][Branch1_3][N][C][Branch1_2][C][=O][C][=C][C][=C][Branch2_1][Ring1][O][C][Branch1_2][C][=O][C][=C][C][=C][C][Branch1_2][C][=O][N][Branch1_1][C][C][C][Branch1_2][C][=O][C][Ring1][Branch2_1][=C][Ring1][N][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][Branch2_1][=O].[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]O=C1NC(=O)c2ccccc21[>][<]}{[>][<]C=O[>][<]}{[>][<]*N1C(=O)c2ccccc2C1=O[>][]}.CC(C)O
33,p84,82.3,39.0,ipa,23.5,15.0,80,5.0,0.0256,945.402299,Cc1cc(c7ccc(Cc6ccc([*])cc6)cc7)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n([*])c(=O)c2c3)cc4c5=O,CC(C)O,"[3, 1, 1, 5, 1, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0]",[C][C][=C][C][=C][Branch1_1][=N][C][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][C][=C][Ring1][=C].[C][C][=C][C][Branch1_1][C][C][=C][C][=C][Ring1][Branch1_3][N][C][Branch1_2][C][=O][C][=C][C][=C][Branch2_1][Ring1][O][C][Branch1_2][C][=O][C][=C][C][=C][C][Branch1_2][C][=O][N][Branch1_1][C][C][C][Branch1_2][C][=O][C][Ring1][Branch2_1][=C][Ring1][N][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][Branch2_1][=O],[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]O=C1NC(=O)c2ccccc21[>][<]}{[>][<]C=O[>][<]}{[>][<]*N1C(=O)c2ccccc2C1=O[>][]},Cc1cc(c7ccc(Cc6ccc([*])cc6)cc7)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n([*])c(=O)c2c3)cc4c5=O.CC(C)O,[C][C][=C][C][=C][Branch1_1][=N][C][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][C][=C][Ring1][=C].[C][C][=C][C][Branch1_1][C][C][=C][C][=C][Ring1][Branch1_3][N][C][Branch1_2][C][=O][C][=C][C][=C][Branch2_1][Ring1][O][C][Branch1_2][C][=O][C][=C][C][=C][C][Branch1_2][C][=O][N][Branch1_1][C][C][C][Branch1_2][C][=O][C][Ring1][Branch2_1][=C][Ring1][N][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][Branch2_1][=O].[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]O=C1NC(=O)c2ccccc21[>][<]}{[>][<]C=O[>][<]}{[>][<]*N1C(=O)c2ccccc2C1=O[>][]}.CC(C)O
40,p84,82.3,10.0,ipa,23.5,15.0,100,5.0,0.2182,1488.505747,Cc1cc(c7ccc(Cc6ccc([*])cc6)cc7)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n([*])c(=O)c2c3)cc4c5=O,CC(C)O,"[3, 1, 1, 5, 1, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0]",[C][C][=C][C][=C][Branch1_1][=N][C][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][C][=C][Ring1][=C].[C][C][=C][C][Branch1_1][C][C][=C][C][=C][Ring1][Branch1_3][N][C][Branch1_2][C][=O][C][=C][C][=C][Branch2_1][Ring1][O][C][Branch1_2][C][=O][C][=C][C][=C][C][Branch1_2][C][=O][N][Branch1_1][C][C][C][Branch1_2][C][=O][C][Ring1][Branch2_1][=C][Ring1][N][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][Branch2_1][=O],[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]O=C1NC(=O)c2ccccc21[>][<]}{[>][<]C=O[>][<]}{[>][<]*N1C(=O)c2ccccc2C1=O[>][]},Cc1cc(c7ccc(Cc6ccc([*])cc6)cc7)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n([*])c(=O)c2c3)cc4c5=O.CC(C)O,[C][C][=C][C][=C][Branch1_1][=N][C][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][C][=C][Ring1][=C].[C][C][=C][C][Branch1_1][C][C][=C][C][=C][Ring1][Branch1_3][N][C][Branch1_2][C][=O][C][=C][C][=C][Branch2_1][Ring1][O][C][Branch1_2][C][=O][C][=C][C][=C][C][Branch1_2][C][=O][N][Branch1_1][C][C][C][Branch1_2][C][=O][C][Ring1][Branch2_1][=C][Ring1][N][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][Branch2_1][=O].[C][C][Branch1_1][C][C][O],{[][<]*c1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]O=C1NC(=O)c2ccccc21[>][<]}{[>][<]C=O[>][<]}{[>][<]*N1C(=O)c2ccccc2C1=O[>][]}.CC(C)O
47,pva,74.0,22.0,ipa,23.5,15.0,25,1.3,0.0304,5.643564,C(*)C(*)(O),CC(C)O,"[2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[C][Branch1_1][C][C][C][Branch1_1][C][C][Branch1_1][C][O],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]*CO[>][]},C(*)C(*)(O).CC(C)O,[C][Branch1_1][C][C][C][Branch1_1][C][C][Branch1_1][C][O].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]*CO[>][]}.CC(C)O
49,pva,74.0,22.0,ipa,23.5,25.0,25,1.3,0.0967,11.049505,C(*)C(*)(O),CC(C)O,"[2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[C][Branch1_1][C][C][C][Branch1_1][C][C][Branch1_1][C][O],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]*CO[>][]},C(*)C(*)(O).CC(C)O,[C][Branch1_1][C][C][C][Branch1_1][C][C][Branch1_1][C][O].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]*CO[>][]}.CC(C)O
